NAME,T,GENE,t0,t1
YIL026C,7,IRR1,0.08,0.08
YJL194W,7,CDC6,0.47,-0.16
YJR092W,7,BUD4,0.48,-0.45
YIL050W,7,PCL7,0.02,-0.19
YDL055C,7,PSA1,0.27,0.44
YLR103C,7,CDC45,-0.59,-0.59
YGR143W,7,SKN1,0.46,0.2
YGR092W,7,DBF2,0.86,0.42
YML064C,7,TEM1,0.2,0.13
YPL127C,7,HHO1,0.36,0.07
YBR010W,7,HHT1,0.6,-0.14
YMR043W,7,MCM1,0.05,0.28
YGR041W,7,BUD9,0.41,0.65
YLR182W,7,SWI6,0.46,0.01
YMR076C,7,PDS5,0.2,-0.04
YGR014W,7,MSB2,0.16,-0.03
YMR078C,7,CTF18,-0.37,-0.35
YBR009C,7,HHF1,0.69,0.11
YMR199W,7,CLN1,0.27,-0.03
YGL201C,7,MCM6,0.22,0.16
YER070W,7,RNR1,-0.43,-0.85
YER001W,7,MNN1,-0.43,-1.05
YLR353W,7,BUD8,0.4,-0.45
YLR286C,7,CTS1,1.12,1.91
YBR083W,7,TEC1,0.62,0.42
YLR300W,7,EXG1,1.06,0.81
YGR099W,7,TEL2,0.16,-0.29
YBR133C,7,HSL7,0.4,0.4
YDR507C,7,GIN4,-0.01,-0.11
YLR210W,7,CLB4,-0.29,-0.48
YPR075C,7,OPY2,-0.03,-0.23
YLR274W,7,CDC46,0.24,0.41
YEL032W,7,MCM3,-0.03,0.07
YGR109C,7,CLB6,-0.55,-0.77
YPR159W,7,KRE6,0.17,-0.1
YDL003W,7,MCD1,-0.35,-0.65
YPR034W,8,ARP7,0.31,-0.12
YPL256C,8,CLN2,-0.55,0.68
YPL116W,8,HOS3,-0.21,0.15
YPR075C,8,OPY2,-0.23,0.15
YPR159W,8,KRE6,-0.1,-0.07
YPR120C,8,CLB5,-0.26,-0.31
YPR119W,8,CLB2,0.85,0.61
YPL127C,8,HHO1,0.07,-0.36
YIL050W,8,PCL7,-0.19,-0.01
YNR044W,8,AGA1,-0.1,-0.03
YEL032W,8,MCM3,0.07,0.05
YER001W,8,MNN1,-1.05,-0.19
YER070W,8,RNR1,-0.85,0.2
YER095W,8,RAD51,-0.01,0.16
YER111C,8,SWI4,0.1,0.1
YFL026W,8,STE2,-0.36,-0.17
YGL021W,8,ALK1,0.47,0.17
YGL032C,8,AGA2,-0.03,0.24
YGL038C,8,OCH1,-0.04,0.05
YGL116W,8,CDC20,0.26,0.35
YGL201C,8,MCM6,0.16,-0.04
YGR014W,8,MSB2,-0.03,0.23
YGR041W,8,BUD9,0.65,0.72
YGR092W,8,DBF2,0.42,0.51
YGR099W,8,TEL2,-0.29,-0.21
YDR507C,8,GIN4,-0.11,0.3
YDR461W,8,MFA1,-0.66,-0.37
YDR225W,8,HTA1,-0.08,-0.78
YDR224C,8,HTB1,0.1,-0.48
YAL040C,8,CLN3,0.47,0.25
YBL002W,8,HTB2,-0.13,-0.65
YBL003C,8,HTA2,-0.06,-0.59
YBL023C,8,MCM2,-0.62,-0.05
YBR009C,8,HHF1,0.11,-0.64
YBR010W,8,HHT1,-0.14,-0.4
YBR083W,8,TEC1,0.42,0.14
YGR109C,8,CLB6,-0.77,0.08
YBR133C,8,HSL7,0.4,0.23
YDL055C,8,PSA1,0.44,0.46
YDL056W,8,MBP1,0.14,-0.03
YDL101C,8,DUN1,-0.29,-0.13
YDL127W,8,PCL2,-0.39,0.35
YDL179W,8,PCL9,0.61,0.69
YDL227C,8,HO,-0.34,0.55
YDR146C,8,SWI5,0.61,0.29
YDL003W,8,MCD1,-0.65,0.06
YOR074C,8,CDC21,-0.55,0.21
YGR143W,8,SKN1,0.2,0.48
YHL028W,8,WSC4,0.16,0.29
YLR286C,8,CTS1,1.91,2.25
YLR300W,8,EXG1,0.81,0.64
YLR353W,8,BUD8,-0.45,0.36
YML064C,8,TEM1,0.13,0.06
YMR043W,8,MCM1,0.28,0.04
YMR076C,8,PDS5,-0.04,-0.19
YMR078C,8,CTF18,-0.35,-0.25
YMR199W,8,CLN1,-0.03,0.3
YMR307W,8,GAS1,-0.29,-0.09
YNL068C,8,FKH2,0.48,0.11
YNL145W,8,MFA2,-0.05,0.05
YNL172W,8,APC1,0.08,0.16
YNL192W,8,CHS1,1.19,0.47
YNL289W,8,PCL1,0.21,0.16
YNL327W,8,EGT2,,1.9
YLR274W,8,CDC46,0.41,0.44
YLR210W,8,CLB4,-0.48,-0.31
YLR182W,8,SWI6,0.01,0.02
YLR131C,8,ACE2,0.9,0.42
YHR061C,8,GIC1,-0.28,-0.26
YHR152W,8,SPO12,0.05,0.04
YIL026C,8,IRR1,0.08,-0.29
YIL123W,8,SIM1,0.32,0.36
YIL131C,8,FKH1,0.16,-0.1
YJL157C,8,FAR1,0.65,0.32
YJL158C,8,CIS3,0.47,0.65
YGR152C,8,RSR1,-0.46,-0.38
YJL187C,8,SWE1,-0.31,-0.14
YJR092W,8,BUD4,-0.45,0.18
YKL096W,8,CWP1,0.64,0.25
YKL113C,8,RAD27,-0.17,-0.06
YKL185W,8,ASH1,0.91,0.54
YKL209C,8,STE6,0.25,0.12
YLR079W,8,SIC1,0.96,0.65
YLR103C,8,CDC45,-0.59,-0.14
YJL194W,8,CDC6,-0.16,0.44
YOL012C,8,HTA3,0.17,-0.24
