NAME,T,GENE,t0,t1
YDL179W,7,PCL9,,
YER111C,7,SWI4,0.13,0.22
YGR092W,7,DBF2,-0.15,-0.23
YBL003C,7,HTA2,-0.31,1.11
YBR083W,7,TEC1,0.25,-0.09
YFL026W,7,STE2,-0.22,-0.59
YGR041W,7,BUD9,1.12,0.95
YDR224C,7,HTB1,-0.61,1.13
YER095W,7,RAD51,1.02,1.34
YDL056W,7,MBP1,0.68,-0.81
YGR014W,7,MSB2,0.48,0.21
YGL021W,7,ALK1,-1.36,-0.59
YBL023C,7,MCM2,0.33,-0.41
YDL127W,7,PCL2,0.95,0.66
YDR225W,7,HTA1,-0.23,1.25
YBR010W,7,HHT1,-0.54,1.05
YGL201C,7,MCM6,0.46,-0.06
YPR159W,7,KRE6,0.25,0.35
YGL032C,7,AGA2,0.55,-0.37
YDR461W,7,MFA1,0.22,0.21
YGL116W,7,CDC20,-0.56,-0.88
YGL038C,7,OCH1,0.33,0.5
YBR009C,7,HHF1,-0.44,1.08
YDR507C,7,GIN4,0.57,0.85
YGR099W,7,TEL2,-0.24,-0.04
YDL101C,7,DUN1,0.47,0.99
YGR109C,7,CLB6,1.6,1.25
YDL003W,7,MCD1,1.16,1.48
YAL040C,7,CLN3,0.58,-0.2
YBL002W,7,HTB2,0.26,1.01
YER070W,7,RNR1,0.37,
YER001W,7,MNN1,0.36,1.05
YBL002W,8,HTB2,1.01,0.2
YJL187C,8,SWE1,0.35,0.52
YBL023C,8,MCM2,-0.41,0.04
YLR286C,8,CTS1,2.16,2.32
YLR182W,8,SWI6,0.17,-0.33
YIL050W,8,PCL7,0.0,-0.03
YGL021W,8,ALK1,-0.59,-0.64
YPL116W,8,HOS3,-0.19,0.31
YML064C,8,TEM1,-0.6,-0.82
YDL227C,8,HO,0.62,0.58
YPR159W,8,KRE6,0.35,0.44
YDL127W,8,PCL2,0.66,0.52
YDL056W,8,MBP1,-0.81,0.52
YPR075C,8,OPY2,0.97,0.03
YJL194W,8,CDC6,0.38,-0.68
YDR507C,8,GIN4,0.85,0.08
YKL209C,8,STE6,,0.07
YIL026C,8,IRR1,0.21,0.58
YMR307W,8,GAS1,0.68,0.96
YDR224C,8,HTB1,1.13,1.05
YFL026W,8,STE2,-0.59,-0.08
YGR014W,8,MSB2,0.21,0.81
YNL145W,8,MFA2,-0.43,-0.27
YBR010W,8,HHT1,1.05,0.89
YMR076C,8,PDS5,0.42,0.07
YJL157C,8,FAR1,0.19,-0.58
YPR120C,8,CLB5,0.96,0.7
YNR044W,8,AGA1,-0.13,-0.72
YBR009C,8,HHF1,1.08,0.79
YGL038C,8,OCH1,0.5,0.34
YLR274W,8,CDC46,0.18,-0.89
YAL040C,8,CLN3,-0.2,0.03
YIL131C,8,FKH1,-0.33,0.12
YER001W,8,MNN1,1.05,1.28
YGL116W,8,CDC20,-0.88,-0.88
YLR210W,8,CLB4,0.24,-0.22
YDR461W,8,MFA1,0.21,0.84
YJL158C,8,CIS3,0.13,-0.13
YMR199W,8,CLN1,0.99,0.93
YOR074C,8,CDC21,,0.51
YMR078C,8,CTF18,,0.32
YGL032C,8,AGA2,-0.37,0.67
YGR143W,8,SKN1,-0.79,-0.83
YIL123W,8,SIM1,0.2,-0.24
YNL327W,8,EGT2,0.8,0.71
YDR225W,8,HTA1,1.25,1.37
YDL003W,8,MCD1,1.48,1.0
YGL201C,8,MCM6,-0.06,0.14
YOL012C,8,HTA3,,
YLR079W,8,SIC1,0.87,-0.08
YNL289W,8,PCL1,0.88,0.14
YGR109C,8,CLB6,1.25,0.86
YNL192W,8,CHS1,,
YGR152C,8,RSR1,1.27,0.21
YHR061C,8,GIC1,0.81,0.54
YGR092W,8,DBF2,-0.23,-0.48
YGR041W,8,BUD9,0.95,0.7
YDL055C,8,PSA1,1.2,1.27
YDR146C,8,SWI5,-1.28,-0.34
YNL068C,8,FKH2,,
YLR353W,8,BUD8,-0.46,-0.63
YPL256C,8,CLN2,1.72,1.51
YDL179W,8,PCL9,,0.38
YKL185W,8,ASH1,0.31,-0.55
YLR103C,8,CDC45,0.25,0.45
YER095W,8,RAD51,1.34,1.09
YHL028W,8,WSC4,-1.21,-0.95
YPR034W,8,ARP7,0.0,-0.2
YMR043W,8,MCM1,-0.16,-0.4
YGR099W,8,TEL2,-0.04,0.69
YEL032W,8,MCM3,0.01,-0.24
YNL172W,8,APC1,-0.19,0.04
YBR133C,8,HSL7,0.23,-0.21
YPR119W,8,CLB2,-1.03,-1.15
YKL113C,8,RAD27,,
YKL096W,8,CWP1,0.83,1.12
YJR092W,8,BUD4,-0.37,0.12
YHR152W,8,SPO12,,
YER070W,8,RNR1,,
YER111C,8,SWI4,0.22,-0.24
YBL003C,8,HTA2,1.11,1.24
YLR300W,8,EXG1,0.71,0.43
YLR131C,8,ACE2,-0.81,-1.24
YPL127C,8,HHO1,0.94,0.32
YBR083W,8,TEC1,-0.09,-0.29
YDL101C,8,DUN1,0.99,0.55
YGL021W,9,ALK1,-0.64,-0.21
YLR103C,9,CDC45,0.45,0.5
YNL289W,9,PCL1,0.14,-0.15
YNL172W,9,APC1,0.04,-0.19
YMR307W,9,GAS1,0.96,0.46
YJR092W,9,BUD4,0.12,-0.22
YLR210W,9,CLB4,-0.22,0.76
YBR009C,9,HHF1,0.79,1.7
YLR079W,9,SIC1,-0.08,-0.15
YDR461W,9,MFA1,0.84,0.01
YNL145W,9,MFA2,-0.27,-0.34
YPR159W,9,KRE6,0.44,0.39
YBR133C,9,HSL7,-0.21,-0.11
YNR044W,9,AGA1,-0.72,-0.84
YJL157C,9,FAR1,-0.58,-0.56
YEL032W,9,MCM3,-0.24,-0.75
YGL038C,9,OCH1,0.34,0.35
YFL026W,9,STE2,-0.08,-0.61
YKL113C,9,RAD27,,
YER095W,9,RAD51,1.09,0.51
YDR507C,9,GIN4,0.08,0.69
YKL096W,9,CWP1,1.12,0.66
YBR010W,9,HHT1,0.89,1.75
YER070W,9,RNR1,,
YNL192W,9,CHS1,,
YLR182W,9,SWI6,-0.33,0.66
YJL187C,9,SWE1,0.52,0.48
YDL055C,9,PSA1,1.27,1.16
YER111C,9,SWI4,-0.24,0.17
YNL068C,9,FKH2,,
YDL056W,9,MBP1,0.52,0.28
YLR131C,9,ACE2,-1.24,-0.39
YBR083W,9,TEC1,-0.29,-0.55
YKL185W,9,ASH1,-0.55,-0.53
YDL003W,9,MCD1,1.0,1.13
YJL194W,9,CDC6,-0.68,-0.72
YGL032C,9,AGA2,0.67,-0.35
YNL327W,9,EGT2,0.71,-0.27
YMR199W,9,CLN1,0.93,0.86
YKL209C,9,STE6,0.07,0.18
YJL158C,9,CIS3,-0.13,0.19
YOL012C,9,HTA3,,-0.14
YDL101C,9,DUN1,0.55,0.65
YLR300W,9,EXG1,0.43,0.33
YBL023C,9,MCM2,0.04,-0.5
YLR286C,9,CTS1,2.32,1.08
YIL050W,9,PCL7,-0.03,0.28
YPL116W,9,HOS3,0.31,0.71
YGR014W,9,MSB2,0.81,0.3
YIL026C,9,IRR1,0.58,0.39
YDR224C,9,HTB1,1.05,1.84
YMR076C,9,PDS5,0.07,-0.18
YBL003C,9,HTA2,1.24,1.79
YGR041W,9,BUD9,0.7,0.35
YHR152W,9,SPO12,,
YPL127C,9,HHO1,0.32,0.98
YPR119W,9,CLB2,-1.15,-0.39
YHR061C,9,GIC1,0.54,0.4
YGR092W,9,DBF2,-0.48,-0.34
YDR146C,9,SWI5,-0.34,-0.69
YPL256C,9,CLN2,1.51,1.18
YAL040C,9,CLN3,0.03,-0.38
YGR143W,9,SKN1,-0.83,-0.68
YML064C,9,TEM1,-0.82,-0.17
YDL227C,9,HO,0.58,-0.03
YGR109C,9,CLB6,0.86,0.7
YPR034W,9,ARP7,-0.2,0.57
YDL127W,9,PCL2,0.52,0.29
YGR152C,9,RSR1,0.21,0.66
YBL002W,9,HTB2,0.2,1.45
YPR075C,9,OPY2,0.03,0.66
YMR043W,9,MCM1,-0.4,0.07
YGR099W,9,TEL2,0.69,0.37
YHL028W,9,WSC4,-0.95,-0.21
YLR353W,9,BUD8,-0.63,0.03
YDL179W,9,PCL9,0.38,
YGL201C,9,MCM6,0.14,0.1
YER001W,9,MNN1,1.28,1.38
YDR225W,9,HTA1,1.37,1.8
YGL116W,9,CDC20,-0.88,-0.61
YOR074C,9,CDC21,0.51,
YIL123W,9,SIM1,-0.24,0.52
YPR120C,9,CLB5,0.7,0.25
YLR274W,9,CDC46,-0.89,-0.43
YMR078C,9,CTF18,0.32,-0.14
YIL131C,9,FKH1,0.12,0.46
YMR043W,10,MCM1,0.07,0.17
YHL028W,10,WSC4,-0.21,0.25
YNL172W,10,APC1,-0.19,0.14
YLR103C,10,CDC45,0.5,0.28
YKL113C,10,RAD27,,
YLR353W,10,BUD8,0.03,0.22
YPL256C,10,CLN2,1.18,0.84
YER095W,10,RAD51,0.51,0.52
YBL002W,10,HTB2,1.45,1.63
YLR274W,10,CDC46,-0.43,-1.23
YGR092W,10,DBF2,-0.34,-0.25
YDR461W,10,MFA1,0.01,
YGL032C,10,AGA2,-0.35,1.08
YPR159W,10,KRE6,0.39,0.81
YDL055C,10,PSA1,1.16,1.02
YHR061C,10,GIC1,0.4,0.82
YDR146C,10,SWI5,-0.69,0.19
YGL116W,10,CDC20,-0.61,0.4
YGR099W,10,TEL2,0.37,
YGL201C,10,MCM6,0.1,-0.08
YKL096W,10,CWP1,0.66,0.7
YER001W,10,MNN1,1.38,1.27
YDL101C,10,DUN1,0.65,0.01
YGR143W,10,SKN1,-0.68,0.15
YML064C,10,TEM1,-0.17,-0.55
YJL157C,10,FAR1,-0.56,-0.66
YDL003W,10,MCD1,1.13,-0.22
YKL209C,10,STE6,0.18,0.93
YAL040C,10,CLN3,-0.38,-0.31
YGR109C,10,CLB6,0.7,0.28
YNL145W,10,MFA2,-0.34,0.54
YLR210W,10,CLB4,0.76,0.38
YDL227C,10,HO,-0.03,-0.44
YLR079W,10,SIC1,-0.15,-1.45
YPR034W,10,ARP7,0.57,-0.93
YER070W,10,RNR1,,0.37
YNL068C,10,FKH2,,
YGR152C,10,RSR1,0.66,-0.56
YKL185W,10,ASH1,-0.53,0.58
YDL179W,10,PCL9,,
YDR225W,10,HTA1,1.8,0.98
YEL032W,10,MCM3,-0.75,-0.28
YBR009C,10,HHF1,1.7,0.91
YBR133C,10,HSL7,-0.11,0.03
YIL131C,10,FKH1,0.46,0.56
YPR075C,10,OPY2,0.66,0.22
YNR044W,10,AGA1,-0.84,-1.03
YDR507C,10,GIN4,0.69,
YGR014W,10,MSB2,0.3,0.22
YBR010W,10,HHT1,1.75,1.04
YMR199W,10,CLN1,0.86,0.23
YFL026W,10,STE2,-0.61,0.63
YDR224C,10,HTB1,1.84,1.55
YNL327W,10,EGT2,-0.27,-0.84
YOL012C,10,HTA3,-0.14,
YIL026C,10,IRR1,0.39,0.14
YIL123W,10,SIM1,0.52,0.27
YIL050W,10,PCL7,0.28,0.57
YPR119W,10,CLB2,-0.39,-0.15
YMR076C,10,PDS5,-0.18,0.94
YJL194W,10,CDC6,-0.72,-0.37
YDL056W,10,MBP1,0.28,0.78
YGL021W,10,ALK1,-0.21,-0.51
YPL116W,10,HOS3,0.71,0.67
YPR120C,10,CLB5,0.25,0.37
YLR286C,10,CTS1,1.08,0.91
YNL289W,10,PCL1,-0.15,0.44
YBL003C,10,HTA2,1.79,1.33
YDL127W,10,PCL2,0.29,-0.7
YHR152W,10,SPO12,,
YPL127C,10,HHO1,0.98,0.77
YER111C,10,SWI4,0.17,-0.49
YBL023C,10,MCM2,-0.5,0.22
YMR078C,10,CTF18,-0.14,0.76
YLR182W,10,SWI6,0.66,-0.14
YNL192W,10,CHS1,,
YLR300W,10,EXG1,0.33,0.71
YLR131C,10,ACE2,-0.39,-0.01
YOR074C,10,CDC21,,0.39
YBR083W,10,TEC1,-0.55,-1.01
YGL038C,10,OCH1,0.35,0.82
YGR041W,10,BUD9,0.35,0.31
YMR307W,10,GAS1,0.46,0.34
YJL158C,10,CIS3,0.19,0.39
YJR092W,10,BUD4,-0.22,0.62
YJL187C,10,SWE1,0.48,0.26
YPR119W,11,CLB2,-0.15,0.64
YDL056W,11,MBP1,0.78,-0.24
YML064C,11,TEM1,-0.55,0.06
YDL179W,11,PCL9,,
YDL003W,11,MCD1,-0.22,-0.16
YDL101C,11,DUN1,0.01,0.05
YLR182W,11,SWI6,-0.14,0.3
YDL227C,11,HO,-0.44,-0.48
YLR210W,11,CLB4,0.38,0.86
YDL127W,11,PCL2,-0.7,-1.1
YLR079W,11,SIC1,-1.45,-0.54
YLR274W,11,CDC46,-1.23,-0.38
YMR307W,11,GAS1,0.34,-0.12
YDL055C,11,PSA1,1.02,0.82
YMR199W,11,CLN1,0.23,-0.5
YDR507C,11,GIN4,,-0.67
YLR131C,11,ACE2,-0.01,0.82
YDR461W,11,MFA1,,-0.85
YLR103C,11,CDC45,0.28,-0.53
YLR353W,11,BUD8,0.22,0.42
YMR043W,11,MCM1,0.17,0.24
YDR224C,11,HTB1,1.55,1.41
YLR300W,11,EXG1,0.71,0.24
YMR076C,11,PDS5,0.94,-0.96
YLR286C,11,CTS1,0.91,-0.54
YEL032W,11,MCM3,-0.28,-0.53
YDR225W,11,HTA1,0.98,1.23
YNL068C,11,FKH2,,
YMR078C,11,CTF18,0.76,-1.0
YDR146C,11,SWI5,0.19,0.51
YNL192W,11,CHS1,,
YFL026W,11,STE2,0.63,-0.4
YPR075C,11,OPY2,0.22,0.27
YBR010W,11,HHT1,1.04,1.06
YGL021W,11,ALK1,-0.51,0.52
YBL003C,11,HTA2,1.33,0.85
YPR120C,11,CLB5,0.37,-0.49
YHR152W,11,SPO12,,
YJL187C,11,SWE1,0.26,-0.71
YJL194W,11,CDC6,-0.37,-0.18
YNL289W,11,PCL1,0.44,-0.98
YPL127C,11,HHO1,0.77,1.33
YGL116W,11,CDC20,0.4,0.36
YJR092W,11,BUD4,0.62,0.23
YER111C,11,SWI4,-0.49,-0.14
YHR061C,11,GIC1,0.82,0.61
YGR041W,11,BUD9,0.31,-0.82
YKL096W,11,CWP1,0.7,0.5
YGR014W,11,MSB2,0.22,-0.38
YOL012C,11,HTA3,,
YOR074C,11,CDC21,0.39,-0.92
YER001W,11,MNN1,1.27,0.38
YIL123W,11,SIM1,0.27,0.7
YNR044W,11,AGA1,-1.03,-1.0
YGL201C,11,MCM6,-0.08,-0.24
YGL038C,11,OCH1,0.82,-0.49
YIL026C,11,IRR1,0.14,-0.2
YJL157C,11,FAR1,-0.66,-1.04
YBL023C,11,MCM2,0.22,
YIL050W,11,PCL7,0.57,0.24
YPL116W,11,HOS3,0.67,0.2
YGL032C,11,AGA2,1.08,-0.39
YJL158C,11,CIS3,0.39,0.18
YNL327W,11,EGT2,-0.84,-1.74
YBR009C,11,HHF1,0.91,0.98
YGR092W,11,DBF2,-0.25,-0.15
YIL131C,11,FKH1,0.56,0.27
YGR152C,11,RSR1,-0.56,-0.07
YBR133C,11,HSL7,0.03,-0.02
YAL040C,11,CLN3,-0.31,-0.56
YKL185W,11,ASH1,0.58,-1.48
YGR143W,11,SKN1,0.15,0.29
YER070W,11,RNR1,0.37,
YPR159W,11,KRE6,0.81,0.17
YNL172W,11,APC1,0.14,-0.38
YGR099W,11,TEL2,,0.16
YKL113C,11,RAD27,,
YGR109C,11,CLB6,0.28,-0.92
YER095W,11,RAD51,0.52,-0.07
YHL028W,11,WSC4,0.25,0.92
YPR034W,11,ARP7,-0.93,0.49
YNL145W,11,MFA2,0.54,-0.32
YPL256C,11,CLN2,0.84,-0.26
YKL209C,11,STE6,0.93,-0.77
YBL002W,11,HTB2,1.63,0.43
YBR083W,11,TEC1,-1.01,-1.16
YAL040C,12,CLN3,-0.56,0.17
YIL050W,12,PCL7,0.24,0.38
YDR224C,12,HTB1,1.41,0.16
YGR143W,12,SKN1,0.29,0.05
YPR075C,12,OPY2,0.27,-1.25
YGL116W,12,CDC20,0.36,-0.91
YML064C,12,TEM1,0.06,0.11
YGR109C,12,CLB6,-0.92,-0.25
YGL201C,12,MCM6,-0.24,-0.14
YDL179W,12,PCL9,,
YDL101C,12,DUN1,0.05,-0.6
YIL123W,12,SIM1,0.7,0.66
YPR034W,12,ARP7,0.49,0.16
YOR074C,12,CDC21,-0.92,-0.18
YLR274W,12,CDC46,-0.38,-0.67
YBL023C,12,MCM2,,0.13
YBL002W,12,HTB2,0.43,0.91
YLR286C,12,CTS1,-0.54,-0.41
YHR061C,12,GIC1,0.61,0.61
YDR146C,12,SWI5,0.51,0.66
YPL127C,12,HHO1,1.33,0.88
YDL127W,12,PCL2,-1.1,-1.58
YPR120C,12,CLB5,-0.49,-0.36
YLR300W,12,EXG1,0.24,0.03
YPL256C,12,CLN2,-0.26,-0.34
YHL028W,12,WSC4,0.92,0.88
YGR041W,12,BUD9,-0.82,-0.46
YLR353W,12,BUD8,0.42,0.76
YMR043W,12,MCM1,0.24,-0.33
YBL003C,12,HTA2,0.85,0.3
YGR099W,12,TEL2,0.16,0.35
YGR014W,12,MSB2,-0.38,-0.03
YGR152C,12,RSR1,-0.07,-1.25
YIL026C,12,IRR1,-0.2,0.14
YGR092W,12,DBF2,-0.15,0.12
YPL116W,12,HOS3,0.2,0.75
YMR076C,12,PDS5,-0.96,
YDL227C,12,HO,-0.48,
YER001W,12,MNN1,0.38,-0.09
YHR152W,12,SPO12,,
YOL012C,12,HTA3,,
YNL289W,12,PCL1,-0.98,0.18
YJL194W,12,CDC6,-0.18,-0.4
YFL026W,12,STE2,-0.4,0.42
YJR092W,12,BUD4,0.23,0.47
YIL131C,12,FKH1,0.27,0.38
YNL192W,12,CHS1,,
YER111C,12,SWI4,-0.14,-0.59
YDR507C,12,GIN4,-0.67,
YMR307W,12,GAS1,-0.12,0.34
YDL055C,12,PSA1,0.82,-0.18
YKL096W,12,CWP1,0.5,0.82
YBR083W,12,TEC1,-1.16,-0.72
YBR010W,12,HHT1,1.06,0.22
YER095W,12,RAD51,-0.07,-0.2
YKL113C,12,RAD27,,
YNL172W,12,APC1,-0.38,0.47
YER070W,12,RNR1,,
YEL032W,12,MCM3,-0.53,-0.46
YKL185W,12,ASH1,-1.48,-1.44
YBR133C,12,HSL7,-0.02,0.28
YNL068C,12,FKH2,,
YDL003W,12,MCD1,-0.16,-0.98
YLR079W,12,SIC1,-0.54,-1.03
YPR159W,12,KRE6,0.17,0.39
YNL145W,12,MFA2,-0.32,
YKL209C,12,STE6,-0.77,
YLR103C,12,CDC45,-0.53,-0.18
YJL187C,12,SWE1,-0.71,0.08
YLR131C,12,ACE2,0.82,0.33
YNR044W,12,AGA1,-1.0,-0.57
YBR009C,12,HHF1,0.98,-0.35
YGL021W,12,ALK1,0.52,0.44
YDL056W,12,MBP1,-0.24,0.66
YGL038C,12,OCH1,-0.49,0.25
YPR119W,12,CLB2,0.64,0.56
YGL032C,12,AGA2,-0.39,-0.24
YDR461W,12,MFA1,-0.85,
YJL157C,12,FAR1,-1.04,0.02
YMR078C,12,CTF18,-1.0,
YLR210W,12,CLB4,0.86,-0.37
YLR182W,12,SWI6,0.3,
YNL327W,12,EGT2,-1.74,-1.37
YMR199W,12,CLN1,-0.5,2.22
YJL158C,12,CIS3,0.18,0.31
YDR225W,12,HTA1,1.23,0.52
YDL003W,13,MCD1,-0.98,-0.84
YDL101C,13,DUN1,-0.6,-0.42
YBL023C,13,MCM2,0.13,-0.31
YPR075C,13,OPY2,-1.25,-0.29
YDL056W,13,MBP1,0.66,0.0
YOR074C,13,CDC21,-0.18,
YNL145W,13,MFA2,,0.06
YNR044W,13,AGA1,-0.57,-0.35
YBR133C,13,HSL7,0.28,-0.08
YPR034W,13,ARP7,0.16,0.19
YNL068C,13,FKH2,,
YAL040C,13,CLN3,0.17,-0.3
YBL003C,13,HTA2,0.3,0.06
YBR083W,13,TEC1,-0.72,0.06
YNL172W,13,APC1,0.47,0.07
YBR010W,13,HHT1,0.22,0.16
YNL289W,13,PCL1,0.18,-0.22
YMR199W,13,CLN1,2.22,-0.45
YPL116W,13,HOS3,0.75,0.09
YDL055C,13,PSA1,-0.18,0.0
YNL192W,13,CHS1,,
YDL127W,13,PCL2,-1.58,-1.1
YPL256C,13,CLN2,-0.34,-1.03
YMR076C,13,PDS5,,-0.23
YBL002W,13,HTB2,0.91,-0.4
YDL179W,13,PCL9,,
YOL012C,13,HTA3,,
YMR307W,13,GAS1,0.34,-0.08
YNL327W,13,EGT2,-1.37,
YMR043W,13,MCM1,-0.33,-0.2
YBR009C,13,HHF1,-0.35,-0.08
YPL127C,13,HHO1,0.88,0.63
YMR078C,13,CTF18,,-0.18
YLR210W,13,CLB4,-0.37,0.13
YLR131C,13,ACE2,0.33,0.86
YJL158C,13,CIS3,0.31,0.51
YEL032W,13,MCM3,-0.46,0.01
YGL032C,13,AGA2,-0.24,-0.41
YLR103C,13,CDC45,-0.18,-0.72
YGR099W,13,TEL2,0.35,-0.33
YDR507C,13,GIN4,,0.42
YGR014W,13,MSB2,-0.03,-0.82
YJL157C,13,FAR1,0.02,-0.22
YLR182W,13,SWI6,,0.0
YGL038C,13,OCH1,0.25,-0.57
YPR119W,13,CLB2,0.56,0.93
YDR461W,13,MFA1,,-0.62
YGR152C,13,RSR1,-1.25,-0.56
YDR225W,13,HTA1,0.52,0.14
YLR274W,13,CDC46,-0.67,0.37
YHL028W,13,WSC4,0.88,0.86
YLR079W,13,SIC1,-1.03,-0.56
YPR159W,13,KRE6,0.39,-0.38
YGL021W,13,ALK1,0.44,0.98
YFL026W,13,STE2,0.42,-0.26
YER111C,13,SWI4,-0.59,-0.04
YKL096W,13,CWP1,0.82,0.08
YGR041W,13,BUD9,-0.46,-1.04
YJL194W,13,CDC6,-0.4,-0.18
YER095W,13,RAD51,-0.2,-0.66
YKL113C,13,RAD27,,
YIL131C,13,FKH1,0.38,-0.15
YHR152W,13,SPO12,,
YKL185W,13,ASH1,-1.44,-0.48
YHR061C,13,GIC1,0.61,-0.09
YGR092W,13,DBF2,0.12,0.25
YER001W,13,MNN1,-0.09,-0.56
YKL209C,13,STE6,,
YJL187C,13,SWE1,0.08,-0.16
YPR120C,13,CLB5,-0.36,-0.91
YER070W,13,RNR1,,
YIL026C,13,IRR1,0.14,-0.24
YJR092W,13,BUD4,0.47,-0.08
YIL050W,13,PCL7,0.38,0.04
YGR143W,13,SKN1,0.05,0.38
YLR286C,13,CTS1,-0.41,-1.35
YIL123W,13,SIM1,0.66,0.44
YML064C,13,TEM1,0.11,0.85
YLR353W,13,BUD8,0.76,0.48
YDR146C,13,SWI5,0.66,0.34
YGL201C,13,MCM6,-0.14,0.0
YGR109C,13,CLB6,-0.25,-1.12
YLR300W,13,EXG1,0.03,-0.56
YDL227C,13,HO,,-0.21
YDR224C,13,HTB1,0.16,0.22
YGL116W,13,CDC20,-0.91,0.91
YGL021W,14,ALK1,0.98,0.44
YNL327W,14,EGT2,,0.04
YGR143W,14,SKN1,0.38,0.76
YLR079W,14,SIC1,-0.56,-0.42
YDL003W,14,MCD1,-0.84,-0.81
YLR103C,14,CDC45,-0.72,0.15
YML064C,14,TEM1,0.85,-0.13
YHL028W,14,WSC4,0.86,0.8
YJL194W,14,CDC6,-0.18,-0.21
YNL068C,14,FKH2,,
YPL256C,14,CLN2,-1.03,-0.85
YBL023C,14,MCM2,-0.31,0.23
YDL127W,14,PCL2,-1.1,-0.66
YEL032W,14,MCM3,0.01,0.29
YLR300W,14,EXG1,-0.56,-0.69
YOR074C,14,CDC21,,-0.43
YJL158C,14,CIS3,0.51,0.17
YKL209C,14,STE6,,1.0
YDL227C,14,HO,-0.21,0.28
YKL113C,14,RAD27,,
YIL050W,14,PCL7,0.04,0.26
YBL002W,14,HTB2,-0.4,-0.36
YOL012C,14,HTA3,,
YER070W,14,RNR1,,
YER095W,14,RAD51,-0.66,-0.8
YFL026W,14,STE2,-0.26,0.95
YKL185W,14,ASH1,-0.48,-0.46
YBR083W,14,TEC1,0.06,-0.45
YHR152W,14,SPO12,,
YHR061C,14,GIC1,-0.09,0.03
YLR353W,14,BUD8,0.48,0.74
YNL145W,14,MFA2,0.06,0.58
YGR092W,14,DBF2,0.25,0.8
YGL201C,14,MCM6,0.0,0.31
YJL187C,14,SWE1,-0.16,-0.18
YER001W,14,MNN1,-0.56,-0.88
YKL096W,14,CWP1,0.08,0.24
YMR043W,14,MCM1,-0.2,0.03
YBR133C,14,HSL7,-0.08,0.34
YGR109C,14,CLB6,-1.12,-0.01
YPR159W,14,KRE6,-0.38,-0.24
YPR075C,14,OPY2,-0.29,-0.27
YGL038C,14,OCH1,-0.57,-0.16
YMR076C,14,PDS5,-0.23,0.3
YAL040C,14,CLN3,-0.3,0.36
YDL056W,14,MBP1,0.0,0.84
YNR044W,14,AGA1,-0.35,0.48
YGR152C,14,RSR1,-0.56,-1.34
YLR210W,14,CLB4,0.13,-0.96
YGR041W,14,BUD9,-1.04,-0.09
YIL026C,14,IRR1,-0.24,0.44
YGR099W,14,TEL2,-0.33,-0.02
YPL116W,14,HOS3,0.09,0.35
YMR078C,14,CTF18,-0.18,1.12
YDR225W,14,HTA1,0.14,-0.97
YGL116W,14,CDC20,0.91,-0.23
YLR274W,14,CDC46,0.37,-0.27
YIL131C,14,FKH1,-0.15,0.52
YDR224C,14,HTB1,0.22,-1.17
YPR034W,14,ARP7,0.19,-0.13
YDL101C,14,DUN1,-0.42,-0.01
YNL172W,14,APC1,0.07,0.36
YLR182W,14,SWI6,0.0,-0.49
YLR286C,14,CTS1,-1.35,-0.85
YMR199W,14,CLN1,-0.45,-0.58
YDR146C,14,SWI5,0.34,0.34
YGR014W,14,MSB2,-0.82,0.45
YMR307W,14,GAS1,-0.08,-0.02
YDL179W,14,PCL9,,
YDR507C,14,GIN4,0.42,1.2
YER111C,14,SWI4,-0.04,-0.47
YJR092W,14,BUD4,-0.08,0.39
YLR131C,14,ACE2,0.86,-0.42
YBR009C,14,HHF1,-0.08,-0.88
YNL192W,14,CHS1,,
YNL289W,14,PCL1,-0.22,0.45
YDL055C,14,PSA1,0.0,0.04
YGL032C,14,AGA2,-0.41,0.65
YPL127C,14,HHO1,0.63,-0.77
YPR119W,14,CLB2,0.93,0.66
YBL003C,14,HTA2,0.06,-0.44
YBR010W,14,HHT1,0.16,
YDR461W,14,MFA1,-0.62,0.42
YJL157C,14,FAR1,-0.22,0.26
YIL123W,14,SIM1,0.44,0.38
YPR120C,14,CLB5,-0.91,0.02
YGR041W,15,BUD9,-0.09,-0.05
YBR010W,15,HHT1,,-0.78
YFL026W,15,STE2,0.95,0.4
YJL194W,15,CDC6,-0.21,-0.09
YBL023C,15,MCM2,0.23,1.01
YPR075C,15,OPY2,-0.27,-1.0
YIL131C,15,FKH1,0.52,-0.07
YPL116W,15,HOS3,0.35,-0.02
YNR044W,15,AGA1,0.48,0.7
YGL038C,15,OCH1,-0.16,0.49
YIL123W,15,SIM1,0.38,-0.38
YJL157C,15,FAR1,0.26,0.98
YGL032C,15,AGA2,0.65,0.32
YGL116W,15,CDC20,-0.23,0.29
YBR009C,15,HHF1,-0.88,-0.61
YGR014W,15,MSB2,0.45,-0.79
YNL327W,15,EGT2,0.04,0.38
YIL026C,15,IRR1,0.44,0.04
YJL158C,15,CIS3,0.17,-1.33
YGL021W,15,ALK1,0.44,-0.13
YOR074C,15,CDC21,-0.43,-0.45
YJL187C,15,SWE1,-0.18,-0.28
YHR152W,15,SPO12,,
YGL201C,15,MCM6,0.31,0.32
YIL050W,15,PCL7,0.26,0.12
YNL289W,15,PCL1,0.45,-0.22
YER111C,15,SWI4,-0.47,-0.49
YGR092W,15,DBF2,0.8,1.11
YPR159W,15,KRE6,-0.24,-1.42
YDL055C,15,PSA1,0.04,-0.72
